Time	Open	High	Low	Close	Volume
2009-02-17 08:00:00	0.63925	0.6437	0.6379	0.6391	14395	23
2009-02-17 12:00:00	0.6392	0.64125	0.63565	0.63855	19277	25
2009-02-17 16:00:00	0.63855	0.64025	0.63515	0.6372	12127	18
2009-02-17 20:00:00	0.6372	0.6397	0.6332	0.6365	7385	32
2009-02-18 00:00:00	0.6365	0.64085	0.6359	0.63885	9662	40
2009-02-18 04:00:00	0.63885	0.64305	0.6383	0.6414	10888	25
2009-02-18 08:00:00	0.64145	0.6421	0.63525	0.63835	15790	24
2009-02-18 12:00:00	0.6385	0.641	0.6338	0.63555	19594	29
2009-02-18 16:00:00	0.6357	0.6401	0.63445	0.6391	14588	17
2009-02-18 20:00:00	0.63915	0.63965	0.6363	0.639	4803	32
2009-02-19 00:00:00	0.639	0.6425	0.63835	0.64215	7885	28
2009-02-19 04:00:00	0.64215	0.64455	0.64055	0.64335	10484	18
2009-02-19 08:00:00	0.64335	0.64935	0.64335	0.64825	16062	21
2009-02-19 12:00:00	0.64825	0.6522	0.6447	0.6461	20001	23
2009-02-19 16:00:00	0.6461	0.64865	0.64355	0.6452	12466	19
2009-02-19 20:00:00	0.6452	0.64825	0.64195	0.6446	7970	27
2009-02-20 00:00:00	0.64457	0.64612	0.63827	0.6393	8369	34
2009-02-20 04:00:00	0.6393	0.64014	0.63537	0.63695	9892	28
2009-02-20 08:00:00	0.63697	0.64154	0.6356	0.64065	15317	23
2009-02-20 12:00:00	0.64065	0.64367	0.63653	0.64073	17965	20
2009-02-20 16:00:00	0.64073	0.64979	0.63874	0.6468	17463	18
2009-02-20 20:00:00	0.6468	0.6475	0.64439	0.64485	3144	38
2009-02-22 20:00:00	0.64426	0.64712	0.64393	0.64409	2483	134
2009-02-23 00:00:00	0.64405	0.6509	0.6415	0.6491	9813	48
2009-02-23 04:00:00	0.64915	0.6547	0.64805	0.65435	9639	21
2009-02-23 08:00:00	0.65435	0.6544	0.6481	0.64895	15012	22
2009-02-23 12:00:00	0.64895	0.65015	0.6431	0.6435	21913	21
2009-02-23 16:00:00	0.6435	0.6465	0.6418	0.64205	12880	20
2009-02-23 20:00:00	0.64205	0.64305	0.64005	0.64029	6973	30
2009-02-24 00:00:00	0.64055	0.6456	0.6389	0.645	8541	22
2009-02-24 04:00:00	0.64495	0.64855	0.6438	0.6475	11478	26
2009-02-24 08:00:00	0.6475	0.6496	0.6458	0.6466	14407	23
2009-02-24 12:00:00	0.6466	0.6467	0.6416	0.6435	18217	20
2009-02-24 16:00:00	0.6435	0.65255	0.64235	0.65065	15106	21
2009-02-24 20:00:00	0.65065	0.65375	0.6497	0.6522	6018	33
2009-02-25 00:00:00	0.65205	0.65315	0.648	0.6481	9336	21
2009-02-25 04:00:00	0.6481	0.6542	0.64755	0.6533	10887	13
2009-02-25 08:00:00	0.65335	0.6554	0.64825	0.6493	15081	22
2009-02-25 12:00:00	0.6493	0.6521	0.64548	0.646	21897	27
2009-02-25 16:00:00	0.646	0.6499	0.64535	0.6467	17069	21
2009-02-25 20:00:00	0.6467	0.64975	0.646	0.64655	7000	15
2009-02-26 00:00:00	0.64655	0.651	0.64635	0.65	8246	28
2009-02-26 04:00:00	0.64988	0.65045	0.6461	0.6469	7372	40
2009-02-26 08:00:00	0.6469	0.6512	0.6468	0.6498	13077	20
2009-02-26 12:00:00	0.6498	0.6539	0.64915	0.65275	17601	11
2009-02-26 16:00:00	0.6528	0.6552	0.65025	0.6509	13337	18
2009-02-26 20:00:00	0.6509	0.6517	0.64592	0.64655	7881	26
2009-02-27 00:00:00	0.64672	0.64775	0.64339	0.64462	7784	17
2009-02-27 04:00:00	0.64465	0.64694	0.64314	0.64429	9007	22
2009-02-27 08:00:00	0.64429	0.64432	0.63804	0.63844	16143	29
2009-02-27 12:00:00	0.63846	0.64365	0.63398	0.63906	20074	24
2009-02-27 16:00:00	0.63904	0.64545	0.63818	0.64306	16828	24
2009-02-27 20:00:00	0.64308	0.64313	0.63803	0.63836	2955	25
2009-03-01 20:00:00	0.63879	0.64001	0.63313	0.63412	3900	81
2009-03-02 00:00:00	0.6343	0.63585	0.6295	0.6326	10424	31
2009-03-02 04:00:00	0.63265	0.6383	0.63055	0.63525	11260	24
2009-03-02 08:00:00	0.6352	0.6362	0.6322	0.6332	14280	20
2009-03-02 12:00:00	0.63325	0.63575	0.6309	0.63205	18982	25
2009-03-02 16:00:00	0.632	0.6336	0.62895	0.6306	14622	17
2009-03-02 20:00:00	0.6306	0.63195	0.6285	0.6293	7603	29
2009-03-03 00:00:00	0.62925	0.64115	0.62925	0.6398	10236	22
2009-03-03 04:00:00	0.63975	0.6438	0.638	0.64335	12336	25
2009-03-03 08:00:00	0.64335	0.64575	0.63878	0.63935	17446	26
2009-03-03 12:00:00	0.63935	0.6463	0.6381	0.6383	17907	22
2009-03-03 16:00:00	0.63835	0.6432	0.6368	0.6428	14686	19
2009-03-03 20:00:00	0.6428	0.6429	0.63675	0.6374	6964	26
2009-03-04 00:00:00	0.63745	0.63865	0.6286	0.63325	11997	19
2009-03-04 04:00:00	0.63325	0.6375	0.6321	0.6356	10479	29
2009-03-04 08:00:00	0.6356	0.6406	0.63455	0.63965	13929	23
2009-03-04 12:00:00	0.63965	0.64485	0.63885	0.64345	18720	26
2009-03-04 16:00:00	0.6435	0.6524	0.6434	0.6522	15066	16
2009-03-04 20:00:00	0.6522	0.6526	0.6464	0.6466	7064	18
2009-03-05 00:00:00	0.6466	0.64835	0.64115	0.6431	10422	21
2009-03-05 04:00:00	0.6431	0.64455	0.6415	0.6443	9497	15
2009-03-05 08:00:00	0.64425	0.64455	0.6385	0.64045	15031	19
2009-03-05 12:00:00	0.64045	0.6447	0.6375	0.642	19500	23
2009-03-05 16:00:00	0.642	0.64255	0.6361	0.63625	15940	21
2009-03-05 20:00:00	0.63625	0.63925	0.6355	0.6386	7686	22
2009-03-06 00:00:00	0.63868	0.64214	0.63786	0.64164	6476	23
2009-03-06 04:00:00	0.64161	0.64559	0.64077	0.64354	10027	15
2009-03-06 08:00:00	0.64355	0.64489	0.63681	0.6409	16732	29
2009-03-06 12:00:00	0.6409	0.64711	0.63803	0.63898	19182	23
2009-03-06 16:00:00	0.63896	0.64226	0.63807	0.63861	14140	20
2009-03-06 20:00:00	0.63866	0.6418	0.6372	0.64026	3235	33
2009-03-08 20:00:00	0.6404	0.64311	0.64033	0.64287	2319	20
2009-03-09 00:00:00	0.643	0.645	0.63925	0.6393	5929	23
2009-03-09 04:00:00	0.6393	0.64185	0.63815	0.641	7889	30
2009-03-09 08:00:00	0.641	0.6412	0.6341	0.63555	15771	24
2009-03-09 12:00:00	0.63555	0.63705	0.63095	0.63095	26622	19
2009-03-09 16:00:00	0.63095	0.6346	0.63095	0.6315	14488	16
2009-03-09 20:00:00	0.6315	0.6346	0.6305	0.6344	5414	20
2009-03-10 00:00:00	0.6344	0.6388	0.6338	0.6387	8746	23
2009-03-10 04:00:00	0.63865	0.64075	0.637	0.64065	10920	18
2009-03-10 08:00:00	0.64065	0.64225	0.63885	0.6422	17368	20
2009-03-10 12:00:00	0.6423	0.6488	0.6419	0.6472	25025	16
2009-03-10 16:00:00	0.6472	0.64875	0.64035	0.6437	16059	18
2009-03-10 20:00:00	0.6437	0.648	0.64355	0.64785	6064	21
2009-03-11 00:00:00	0.64775	0.6492	0.642	0.6426	9311	26
2009-03-11 04:00:00	0.6426	0.6443	0.64	0.64265	12499	28
2009-03-11 08:00:00	0.6427	0.64975	0.64125	0.6496	17302	17
2009-03-11 12:00:00	0.64955	0.6519	0.6482	0.6495	24743	17
2009-03-11 16:00:00	0.6495	0.6514	0.6462	0.6501	14427	17
2009-03-11 20:00:00	0.6501	0.6525	0.6468	0.648	6917	34
2009-03-12 00:00:00	0.648	0.6519	0.6467	0.648	9686	29
2009-03-12 04:00:00	0.648	0.64915	0.64325	0.64345	10972	35
2009-03-12 08:00:00	0.6435	0.64675	0.6412	0.64645	17371	21
2009-03-12 12:00:00	0.64645	0.64925	0.64225	0.64715	28263	19
2009-03-12 16:00:00	0.6472	0.65465	0.64555	0.654	17880	19
2009-03-12 20:00:00	0.654	0.6576	0.651	0.65385	9529	26
2009-03-13 00:00:00	0.65393	0.65629	0.65319	0.65405	7888	27
2009-03-13 04:00:00	0.65404	0.65521	0.65177	0.65462	9124	21
2009-03-13 08:00:00	0.65457	0.65935	0.6544	0.65829	21247	20
2009-03-13 12:00:00	0.65834	0.66035	0.65415	0.65743	18501	20
2009-03-13 16:00:00	0.65741	0.65762	0.65639	0.65722	6665	16
2009-03-13 20:00:00	0.65719	0.65796	0.65692	0.65769	834	40
2009-03-15 20:00:00	0.65519	0.65652	0.65235	0.65635	3363	29
2009-03-16 00:00:00	0.6564	0.6582	0.6555	0.65605	6595	19
2009-03-16 04:00:00	0.65605	0.6596	0.6545	0.6588	7833	19
2009-03-16 08:00:00	0.6588	0.6629	0.65865	0.6626	17527	26
2009-03-16 12:00:00	0.6626	0.66315	0.65965	0.6609	20816	15
2009-03-16 16:00:00	0.66095	0.6637	0.6586	0.65865	15175	18
2009-03-16 20:00:00	0.65855	0.6601	0.6582	0.6594	4790	26
2009-03-17 00:00:00	0.65935	0.6615	0.6577	0.66075	7671	28
2009-03-17 04:00:00	0.6607	0.6617	0.65855	0.6597	9629	17
2009-03-17 08:00:00	0.6597	0.6603	0.65665	0.6601	15420	27
2009-03-17 12:00:00	0.66015	0.66135	0.65795	0.65895	20822	19
2009-03-17 16:00:00	0.65895	0.6618	0.65815	0.66175	12309	19
2009-03-17 20:00:00	0.6618	0.6628	0.66035	0.6627	4833	19
2009-03-18 00:00:00	0.66275	0.66285	0.6603	0.66205	7018	23
2009-03-18 04:00:00	0.66205	0.6628	0.6595	0.66	9057	24
2009-03-18 08:00:00	0.66	0.66185	0.659	0.65985	12886	27
2009-03-18 12:00:00	0.65985	0.6629	0.65645	0.65875	21456	18
2009-03-18 16:00:00	0.65875	0.6802	0.65865	0.67865	21209	18
2009-03-18 20:00:00	0.67865	0.68145	0.67557	0.6781	8887	34
2009-03-19 00:00:00	0.6782	0.6785	0.6723	0.6754	11688	25
2009-03-19 04:00:00	0.6753	0.6783	0.6732	0.6777	12570	20
2009-03-19 08:00:00	0.67773	0.6877	0.67715	0.68665	19515	25
2009-03-19 12:00:00	0.68665	0.6943	0.68585	0.6924	29241	21
2009-03-19 16:00:00	0.6925	0.6925	0.6853	0.6861	16325	19
2009-03-19 20:00:00	0.6861	0.6891	0.68448	0.6877	5543	28
2009-03-20 00:00:00	0.68768	0.6889	0.68497	0.6872	7963	29
2009-03-20 04:00:00	0.6872	0.6928	0.68587	0.69179	10022	19
2009-03-20 08:00:00	0.69176	0.69244	0.68554	0.68752	19840	19
2009-03-20 12:00:00	0.68759	0.69312	0.68673	0.6891	21737	21
2009-03-20 16:00:00	0.68906	0.69117	0.68548	0.68594	11639	19
2009-03-20 20:00:00	0.68595	0.68685	0.68523	0.68654	974	13
2009-03-22 20:00:00	0.69045	0.69327	0.68996	0.69112	3155	53
2009-03-23 00:00:00	0.6911	0.69775	0.6904	0.6968	9601	33
2009-03-23 04:00:00	0.6968	0.70025	0.6961	0.69985	10754	23
2009-03-23 08:00:00	0.6999	0.7001	0.6951	0.6993	18577	20
2009-03-23 12:00:00	0.6993	0.7	0.6933	0.6992	25568	18
2009-03-23 16:00:00	0.6992	0.7048	0.69745	0.70435	13346	13
2009-03-23 20:00:00	0.7043	0.7061	0.70215	0.7037	6550	16
2009-03-24 00:00:00	0.7038	0.7094	0.7034	0.70595	10241	25
2009-03-24 04:00:00	0.70595	0.70805	0.7026	0.70315	12759	18
2009-03-24 08:00:00	0.7031	0.7073	0.69805	0.69865	21304	19
2009-03-24 12:00:00	0.6986	0.7023	0.69615	0.7016	22012	20
2009-03-24 16:00:00	0.70145	0.7045	0.6949	0.69535	17627	17
2009-03-24 20:00:00	0.6954	0.6992	0.69317	0.69915	6470	26
2009-03-25 00:00:00	0.6992	0.6995	0.69405	0.6976	10088	24
2009-03-25 04:00:00	0.6975	0.69815	0.69395	0.69425	9515	22
2009-03-25 08:00:00	0.69425	0.69875	0.6903	0.6961	17734	22
2009-03-25 12:00:00	0.6961	0.7049	0.6951	0.7007	24821	17
2009-03-25 16:00:00	0.7007	0.7021	0.6928	0.6974	17982	16
2009-03-25 20:00:00	0.6974	0.6996	0.69625	0.6987	5277	19
2009-03-26 00:00:00	0.6987	0.70205	0.6978	0.6992	8395	25
2009-03-26 04:00:00	0.6992	0.70205	0.6979	0.7007	9681	26
2009-03-26 08:00:00	0.70065	0.7036	0.69985	0.7035	13535	24
2009-03-26 12:00:00	0.7034	0.704	0.69815	0.7021	22303	20
2009-03-26 16:00:00	0.70215	0.7031	0.7005	0.7022	16416	15
2009-03-26 20:00:00	0.7022	0.7027	0.7006	0.70195	4628	22
2009-03-27 00:00:00	0.70198	0.70301	0.69912	0.70043	6723	21
2009-03-27 04:00:00	0.70038	0.70055	0.697	0.69775	9083	23
2009-03-27 08:00:00	0.69779	0.69976	0.6914	0.69178	19647	17
2009-03-27 12:00:00	0.69172	0.69472	0.68656	0.69444	21403	22
2009-03-27 16:00:00	0.69442	0.69445	0.69049	0.69249	9630	15
2009-03-27 20:00:00	0.69254	0.69442	0.69216	0.69365	680	25
2009-03-29 20:00:00	0.69002	0.69248	0.68873	0.6901	3451	37
2009-03-30 00:00:00	0.6901	0.6922	0.68595	0.6877	8128	22
2009-03-30 04:00:00	0.68775	0.68775	0.6769	0.6784	16050	25
2009-03-30 08:00:00	0.6784	0.6817	0.6773	0.68125	15680	25
2009-03-30 12:00:00	0.68125	0.68175	0.67815	0.6787	23413	19
2009-03-30 16:00:00	0.67875	0.68095	0.677	0.6795	12500	16
2009-03-30 20:00:00	0.6795	0.6815	0.6787	0.68	5509	18
2009-03-31 00:00:00	0.6802	0.68965	0.6792	0.68835	11307	24
2009-03-31 04:00:00	0.68835	0.6892	0.68505	0.68824	14440	20
2009-03-31 08:00:00	0.68827	0.6938	0.68827	0.6918	16635	21
2009-03-31 12:00:00	0.6918	0.6955	0.6916	0.69225	21958	21
2009-03-31 16:00:00	0.6923	0.6969	0.69195	0.6952	10098	20
2009-03-31 20:00:00	0.69515	0.6953	0.6905	0.6922	6854	18
2009-04-01 00:00:00	0.69215	0.69215	0.6859	0.68865	10922	22
2009-04-01 04:00:00	0.68865	0.69175	0.68695	0.68875	12403	20
2009-04-01 08:00:00	0.68875	0.6951	0.68855	0.6935	17473	19
2009-04-01 12:00:00	0.6935	0.6949	0.6908	0.6937	27939	20
2009-04-01 16:00:00	0.69375	0.6995	0.69285	0.69905	12041	22
2009-04-01 20:00:00	0.69905	0.7	0.6973	0.6982	4866	22
2009-04-02 00:00:00	0.6981	0.70375	0.69738	0.7025	9709	24
2009-04-02 04:00:00	0.7026	0.7049	0.7022	0.7038	12146	22
2009-04-02 08:00:00	0.7037	0.71455	0.70365	0.7102	24126	20
2009-04-02 12:00:00	0.7102	0.7182	0.7102	0.71655	29584	21
2009-04-02 16:00:00	0.71655	0.7198	0.71325	0.7158	12876	23
2009-04-02 20:00:00	0.7158	0.71965	0.71413	0.7196	7042	24
2009-04-03 00:00:00	0.71976	0.72285	0.713	0.71503	11530	23
2009-04-03 04:00:00	0.71506	0.71565	0.71148	0.71261	13492	19
2009-04-03 08:00:00	0.71263	0.71928	0.71215	0.71378	14912	18
2009-04-03 12:00:00	0.71375	0.71917	0.70566	0.71007	23840	21
2009-04-03 16:00:00	0.71005	0.71685	0.71005	0.71545	12559	23
2009-04-03 20:00:00	0.7155	0.71663	0.714	0.7147	918	27
2009-04-05 20:00:00	0.71562	0.71818	0.71552	0.7175	3249	47
2009-04-06 00:00:00	0.7175	0.7209	0.71725	0.7197	8755	23
2009-04-06 04:00:00	0.7197	0.7198	0.7152	0.7164	11558	21
2009-04-06 08:00:00	0.7164	0.7185	0.713	0.7131	15990	20
2009-04-06 12:00:00	0.7131	0.7137	0.7078	0.7099	24794	16
2009-04-06 16:00:00	0.70985	0.71405	0.7081	0.7137	10787	18
2009-04-06 20:00:00	0.71363	0.71458	0.70655	0.70655	5480	25
2009-04-07 00:00:00	0.7066	0.7167	0.70642	0.71354	12307	28
2009-04-07 04:00:00	0.71351	0.71458	0.70629	0.70821	15549	20
2009-04-07 08:00:00	0.70818	0.7169	0.70801	0.71579	19000	23
2009-04-07 12:00:00	0.71574	0.71683	0.71054	0.71108	6509	23
2009-04-07 16:00:00	0.71105	0.71263	0.70895	0.71198	3557	25
2009-04-07 20:00:00	0.71194	0.712	0.7058	0.70679	8660	22
2009-04-08 00:00:00	0.70674	0.70836	0.70326	0.70431	12969	29
2009-04-08 04:00:00	0.7043	0.71021	0.70406	0.70619	11723	20
2009-04-08 08:00:00	0.70613	0.71274	0.70604	0.71071	18958	19
2009-04-08 12:00:00	0.71077	0.71275	0.70616	0.7088	8538	21
2009-04-08 16:00:00	0.70873	0.71082	0.70612	0.708	3292	29
2009-04-08 20:00:00	0.70796	0.7102	0.70485	0.7095	6584	23
2009-04-09 00:00:00	0.70948	0.71474	0.70852	0.71219	8557	23
2009-04-09 04:00:00	0.71223	0.71321	0.70957	0.71146	11203	27
2009-04-09 08:00:00	0.71145	0.72019	0.71144	0.71654	20476	22
2009-04-09 12:00:00	0.71658	0.71934	0.71509	0.71856	4823	22
2009-04-09 16:00:00	0.71853	0.72053	0.71765	0.71849	1697	27
2009-04-09 20:00:00	0.71855	0.71938	0.71766	0.71803	1218	29
2009-04-10 00:00:00	0.71806	0.72098	0.71796	0.71936	2375	38
2009-04-10 04:00:00	0.71921	0.7194	0.71769	0.71841	913	30
2009-04-10 08:00:00	0.71843	0.71877	0.71728	0.71844	501	46
2009-04-10 12:00:00	0.71842	0.71965	0.71723	0.71901	866	33
2009-04-12 20:00:00	0.72169	0.72299	0.72159	0.72282	734	35
2009-04-13 00:00:00	0.72279	0.72486	0.72194	0.72385	3092	38
2009-04-13 04:00:00	0.72381	0.72541	0.72263	0.72461	1595	26
2009-04-13 08:00:00	0.72441	0.72936	0.72296	0.72851	12082	28
2009-04-13 12:00:00	0.72852	0.73269	0.72731	0.73093	6550	16
2009-04-13 16:00:00	0.7309	0.73241	0.72963	0.73181	4101	31
2009-04-13 20:00:00	0.73178	0.73193	0.72701	0.72809	7505	22
2009-04-14 00:00:00	0.72808	0.72952	0.72321	0.72598	9873	26
2009-04-14 04:00:00	0.72591	0.7303	0.72456	0.72938	10640	24
2009-04-14 08:00:00	0.72939	0.73003	0.72283	0.72839	16842	22
2009-04-14 12:00:00	0.72834	0.72984	0.72399	0.72415	7357	22
2009-04-14 16:00:00	0.7242	0.72439	0.7199	0.72282	3939	17
2009-04-14 20:00:00	0.72281	0.72312	0.71527	0.71663	7105	29
2009-04-15 00:00:00	0.71668	0.71952	0.71462	0.71923	11054	28
2009-04-15 04:00:00	0.71925	0.72423	0.71844	0.7186	14861	22
2009-04-15 08:00:00	0.7187	0.72295	0.71638	0.72257	21449	24
2009-04-15 12:00:00	0.7225	0.72799	0.72181	0.72784	10565	23
2009-04-15 16:00:00	0.72781	0.72949	0.72597	0.72766	3789	25
2009-04-15 20:00:00	0.72771	0.73151	0.72471	0.72756	7963	27
2009-04-16 00:00:00	0.7275	0.72855	0.72116	0.72159	10429	29
2009-04-16 04:00:00	0.72153	0.72319	0.71634	0.71986	14937	22
2009-04-16 08:00:00	0.71983	0.72483	0.71778	0.71988	15382	23
2009-04-16 12:00:00	0.71985	0.72124	0.71369	0.71888	9797	26
2009-04-16 16:00:00	0.7189	0.72243	0.71885	0.71979	2895	28
2009-04-16 20:00:00	0.71974	0.72236	0.71895	0.71949	6982	32
2009-04-17 00:00:00	0.71952	0.72201	0.71661	0.72008	7936	24
2009-04-17 04:00:00	0.72005	0.7221	0.71824	0.72042	12825	22
2009-04-17 08:00:00	0.72043	0.72283	0.71907	0.72013	20668	18
2009-04-17 12:00:00	0.72016	0.72188	0.71918	0.7208	6459	18
2009-04-17 16:00:00	0.72077	0.72077	0.72075	0.72075	3	36
2009-04-19 20:00:00	0.71642	0.71878	0.71587	0.71818	2165	39
2009-04-20 00:00:00	0.71821	0.71974	0.71284	0.71313	8679	29
2009-04-20 04:00:00	0.71314	0.71377	0.70505	0.70528	13216	21
2009-04-20 08:00:00	0.70526	0.70781	0.70118	0.70185	21669	23
2009-04-20 12:00:00	0.70178	0.70182	0.69616	0.6962	12705	21
2009-04-20 16:00:00	0.69629	0.70068	0.69523	0.69757	4465	27
2009-04-20 20:00:00	0.69752	0.70197	0.69721	0.70152	7943	20
2009-04-21 00:00:00	0.70159	0.70288	0.69777	0.70172	9689	24
2009-04-21 04:00:00	0.70168	0.70494	0.69836	0.69944	11993	21
2009-04-21 08:00:00	0.69947	0.71038	0.69755	0.70965	24492	19
